opportunity_id,verdict,note
a0da9cd0-14f9-4c85-97b8-ea4a48c9b41f,stale,"Historical permit record; machine correctly classified the opportunity as stale."
e036e8cd-8935-4b86-b02c-0e315280926b,stale,"Historical permit record; machine correctly classified the opportunity as stale."
a9bbcd50-2c05-42bc-abf4-41b5ccaff8e0,stale,"Historical permit record; machine correctly classified the opportunity as stale."
3af02026-d86b-4508-8509-dc4b70d59404,stale,"Historical permit record; machine correctly classified the opportunity as stale."
60ce3fc7-3b39-4bae-9360-2bfa5190ab40,stale,"Historical permit record; machine correctly classified the opportunity as stale."
7387cb0a-12a8-48c1-9c8e-18739a40a1ba,stale,"Historical permit record; machine correctly classified the opportunity as stale."
fe16b9c6-a141-4650-b871-2563a1a644c0,stale,"Historical permit record; machine correctly classified the opportunity as stale."
354c4515-2e4c-47ae-86e2-8d79e6576b24,stale,"Historical permit record; machine correctly classified the opportunity as stale."
d11e6347-d1dd-4c16-a98c-ce723c16d463,stale,"Historical permit record; machine correctly classified the opportunity as stale."
da7d4d77-c857-48e7-b1be-2fc514b56f00,stale,"Historical permit record; machine correctly classified the opportunity as stale."
b6cbfb4e-9e94-4990-8edd-70ad03593b15,stale,"Historical permit record; machine correctly classified the opportunity as stale."
1c1c3ecb-bea6-4aeb-8386-fdce3d5aef9c,stale,"Historical permit record; machine correctly classified the opportunity as stale."
